,GQ_prc5_95,GQ_std_cycle_open,GQ_std_cycle_closed,GNE_mean,GNE_std,GNE_SNR_TKEO,GNE_SNR_SEO,GNE_NSR_TKEO,GNE_NSR_SEO,VFER_mean,VFER_std,VFER_entropy,VFER_SNR_TKEO,VFER_SNR_SEO,VFER_NSR_TKEO,VFER_NSR_SEO,IMF_SNR_SEO,IMF_SNR_TKEO,IMF_SNR_entropy,IMF_NSR_SEO,IMF_NSR_TKEO,IMF_NSR_entropy
110,1.0,5.8481,0.0,0.94189,0.14656,0.19203,1331235.072,1.7004,3.0611,0.00076553,0.00041099,1.6817,17.4301,43.8086,1.1411,1.1582,1.5243,0.56071,2.431,0.17440999999999998,14.0268,0.16973
111,1.0,27.5848,0.0,0.8673700000000001,0.10869000000000001,0.1442,1603850.207,1.6564,3.0121,0.00086017,0.00033992,1.9104,51.8085,139.5612,1.2318,1.2756,0.48015,0.20027,1.0993,0.154,45.673,0.15145999999999998
112,0.56748,12.6366,9.2641,0.95085,0.13751,0.13883,1649854.5459999999,1.6498,3.0275,0.00076133,0.0003654,1.6732,49.4067,153.9622,1.2296,1.286,3.5321,1.2817,3.4458,0.19649,18.3358,0.18018
113,1.0,27.5848,0.0,0.8673700000000001,0.10869000000000001,0.1442,1603850.207,1.6564,3.0121,0.00086017,0.00033992,1.9104,51.8085,139.5612,1.2318,1.2756,0.48015,0.20027,1.0993,0.154,45.673,0.15145999999999998
114,0.8207899999999999,32.3408,3.1727,1.0843,0.23489000000000002,0.1743,2029221.3930000002,1.6934,3.2297,0.00071388,0.00036756,1.3524,245.9242,308.0753,1.3048,1.2954,3.5351,1.3037,4.2553,0.28503,18.4244,0.23204
115,0.86692,30.759,2.3042,0.9852200000000001,0.15442,0.20685,1665598.134,1.6907,3.0255,0.00117,0.002731,2.0205,133.7838,499.5715,1.2568,1.3197,0.6904100000000001,0.13903,1.5926,0.2317,90.0277,0.21202
116,0.7883600000000001,40.1469,4.9816,1.0264,0.13722,0.18986,1651691.945,1.71,3.1485,0.00099003,0.0025271,1.6848,153.7683,262.6719,1.2571,1.2712,0.75042,0.17056,1.7495,0.27752,47.8346,0.23396
117,0.81877,46.5254,4.6337,0.9027700000000001,0.2042,0.1115,1295819.32,1.5899,3.0093,0.00055316,0.0010279000000000002,0.86241,84.8028,152.9153,1.1919,1.2125,145.8518,1.6055,24.6672,0.33296,6.727,0.23485999999999999
118,0.77749,52.4162,5.334,0.9287700000000001,0.24823,0.11263,1270021.631,1.601,3.0297,0.00037118,0.00039866,0.66506,66.7718,273.5775,1.2028,1.2602,40.5921,2.2696,16.0404,0.30906,7.7577,0.22669
119,0.8177399999999999,29.7703,4.4393,0.9033399999999999,0.14400000000000002,0.097854,1562500.8569999998,1.5817,3.0553,0.00031767,0.00019515,0.57885,23.5246,176.535,1.1789,1.2672,49.1749,1.8551,18.1518,0.26904,5.4009,0.20124
120,0.79487,27.0318,2.9919,1.1926,0.53288,0.097242,1711491.872,1.5724,3.0276,0.00011728,5.8099999999999996e-05,0.23936999999999997,56.4763,213.0849,1.1976,1.2551,9.5378,1.4675,6.1796,0.20418,17.3799,0.18545999999999999
121,0.79487,12.7693,3.1911,0.9023,0.18219000000000002,0.10117999999999999,1654299.614,1.5742,3.0355,0.00016117,8.499999999999999e-05,0.31894,71.9956,543.8811,1.2153,1.3467,8.6591,1.6059999999999999,7.0884,0.19713,11.9122,0.17708
122,0.8275899999999999,25.8074,1.9113,0.90953,0.10835999999999998,0.09667,1471976.596,1.5719,2.9952,0.00014943,6.96e-05,0.29777,30.0737,374.6455,1.1745,1.3297,4.782,0.99559,4.2478,0.14099,19.3872,0.14154
123,1.0,4.298,0.0,1.4566,0.18263,0.16124000000000002,2340726.337,1.6633,3.0567,0.0050413,0.0018325,14.9785,22.2311,255.6277,1.2819999999999998,1.4819,0.76769,0.24697,1.1703,0.16763,19.8514,0.16702
124,1.0,1.7355,0.0,2.0547,0.29768,0.13352,2610535.537,1.6321,3.1179,0.0056854,0.0012931,16.9347,30.8404,652.2736,1.2752,1.4866,0.19189,0.059476999999999995,0.72941,0.099885,19.3795,0.11269000000000001
125,1.0,1.8439,0.0,2.7359,0.48263,0.096626,488657.9434,1.5116,3.0024,0.015699,0.0019093,39.3171,48.5845,1355.7268,1.3269,1.6219999999999999,0.22171999999999997,0.06603400000000001,0.5648,0.07282000000000001,22.2211,0.090317
126,0.82857,17.0474,4.1619,0.8612700000000001,0.1419,0.10584,1704147.475,1.5833,2.9903,0.00039941,0.00023312,0.8820100000000001,44.2913,296.7508,1.1987,1.2929,1.5079,0.7347,2.3977,0.21908000000000002,22.9854,0.19407
127,0.8459899999999999,18.9402,2.915,0.9753299999999999,0.18632,0.12882000000000002,1971020.343,1.6272,2.9877,0.00071889,0.00030621,1.4833,52.4886,596.6328,1.2365,1.3589,2.7483,1.4340000000000002,3.5663,0.20636,15.6015,0.18650999999999998
128,0.8,12.9381,3.0317,0.9427,0.1744,0.13426,2092866.0969999998,1.6465,3.0671,0.00040683,0.00023832,0.84951,61.8591,393.5852,1.2249,1.3213,15.212,3.721,9.8873,0.22465,11.3012,0.18889
129,1.0,17.4122,0.0,1.5284,0.48615,0.092458,1185368.7959999999,1.5762,2.9872,0.0013382,0.00096228,2.7288,209.1927,72.1943,1.2316,1.1694,34.3979,6.989,22.3182,0.26693,7.547999999999999,0.20799
130,1.0,35.717,0.0,1.2177,0.35448,0.14495999999999998,1675950.13,1.6691,3.0198,0.001208,0.0021135000000000004,2.2561,201.3868,47.0928,1.2146,1.1363,27.4428,5.4508,16.6512,0.28194,8.9764,0.21921999999999997
131,1.0,33.3469,0.0,1.3979,0.38633,0.10818,1286876.518,1.6059,3.017,0.00097362,0.00089726,1.9322,274.8373,75.6825,1.2517,1.1738,40.0434,5.8061,22.4032,0.37949,7.8014,0.25371
132,0.8522200000000001,5.2747,1.1724,0.80257,0.090077,0.18112,1889334.489,1.6813,2.9829,0.00092306,0.00019917,1.8254,19.2056,452.3863,1.2166,1.3619999999999999,1.1471,0.43078,1.9529,0.16393,19.6853,0.16407
133,0.87097,32.7978,1.4258,0.74551,0.059591,0.15741,1586218.644,1.6754,2.9129,0.00055662,0.00077017,1.1382,17.7517,336.4136,1.1864,1.2878,6.9043,1.7844,5.3779,0.1867,12.9121,0.17522000000000001
134,0.97906,46.8508,2.9171,0.73341,0.05761,0.16595,1845732.126,1.6723,2.9701,0.00049714,0.00078645,1.0163,10.7154,126.7027,1.1371,1.222,0.77818,0.1275,1.5051,0.17443,27.8794,0.17210999999999999
135,1.0,10.7592,0.0,0.9588,0.10214,0.097291,1143842.283,1.5776,3.0179,0.0015553,0.00074635,3.1385,29.9677,147.34799999999998,1.2009999999999998,1.2946,3.1155,0.96368,2.5187,0.17853,13.8404,0.17417
136,0.9523799999999999,10.4566,1.0426,0.9042899999999999,0.14152,0.11020999999999999,1824648.3569999998,1.5911,3.0249,0.0013739000000000002,0.00045207,2.7197,42.9867,210.0113,1.2317,1.3058,1.6986,0.54088,1.9759,0.18205,23.1505,0.16946
137,1.0,8.5729,0.0,0.98719,0.090896,0.10685,1666295.495,1.5999,3.0499,0.0015218,0.00047915,3.2259,11.9192,112.3129,1.1452,1.3059,1.8408,0.41891000000000006,1.9764,0.14089000000000002,15.8848,0.14389000000000002
138,0.79247,135.66,20.9583,0.76562,0.19349,0.11950999999999999,1518535.0690000001,1.6143,2.9972,0.00016077,0.00036872,0.32468,218.6409,143.3835,1.1829,1.1712,142.955,7.2441,44.461999999999996,0.2423,4.0524,0.18407
139,0.8481200000000001,38.4238,7.228,0.74439,0.14624,0.12878,1570606.2580000001,1.6337,3.0149,0.00019665,0.00016783,0.35957,442.1916,105.3366,1.2292,1.1447,337.9665,11.1705,82.0532,0.29724,4.0795,0.20717
140,0.80198,29.9561,5.8043,0.7492800000000001,0.15199000000000001,0.14022,1584381.9330000002,1.6605,2.9934,0.00026634,0.00017902,0.49211000000000005,402.0705,208.4621,1.2762,1.192,103.1137,4.9052,36.549,0.25163,4.8963,0.18939
141,1.0,9.3704,0.0,1.014,0.10883,0.2083,1748883.011,1.6717,3.0379,0.0015469000000000001,0.0005056,3.5048,58.3374,257.5949,1.2478,1.3104,3.4713,0.71831,3.2113,0.14190999999999998,11.9058,0.15084
142,1.0,6.2552,0.0,0.90266,0.094274,0.12853,1841103.4430000002,1.619,2.9811,0.0011177,0.00034571,2.5649,58.2454,1157.4817,1.2955,1.4779,2.9628,0.6742600000000001,2.9299,0.16502,11.9351,0.16259
143,1.0,4.7927,0.0,0.8867700000000001,0.077012,0.12452,1687862.206,1.6182,3.0136,0.0012626,0.00042851,2.7915,89.962,701.9393,1.3111,1.405,7.7765,1.5190000000000001,6.1194,0.17034000000000002,6.8727,0.15833
144,1.0,11.272,0.0,4.6029,1.0987,1.0672,1761234.7280000001,2.2806,3.1539,0.017682,0.0091152,40.9663,141.5764,159.9133,1.3136,1.2865,0.79462,0.50446,1.6767,0.12957,17.3565,0.14357999999999999
145,1.0,4.4789,0.0,2.7711,0.47705,0.50652,1687262.447,2.0323,3.0069,0.020707,0.0058255,45.9817,66.5987,868.7865,1.2848,1.4566,4.3579,1.5477,3.9113,0.14037,15.6323,0.14585
146,1.0,11.3726,0.0,4.9576,1.6541,0.97498,1536812.634,2.2905,3.2554,0.014441999999999998,0.008789299999999998,35.2132,90.559,85.8426,1.2765,1.2519,0.18987,0.06402200000000001,0.89166,0.13627999999999998,67.2214,0.14948
147,1.0,4.1229,0.0,1.3617,0.098624,0.12722999999999998,2513099.66,1.5872,3.0915,0.009108499999999999,0.0019234999999999999,20.865,55.2719,303.4676,1.2746,1.4157,0.29405,0.096169,0.60643,0.076395,13.5447,0.10163
148,1.0,5.9551,0.0,1.4372,0.23089,0.10858,1395782.2980000002,1.5721,3.0449,0.005908600000000001,0.0018364999999999998,14.9619,47.0598,754.2538,1.2703,1.4683,0.21056999999999998,0.057895,0.6126,0.073909,16.9876,0.095436
149,1.0,8.2819,0.0,1.4479,0.30722,0.11602,1931392.219,1.5833,3.0473,0.0060947,0.0021093,15.3143,19.2732,449.5863,1.2064,1.4049,0.39398,0.11385999999999999,0.88635,0.12258,15.9495,0.14722000000000002
150,1.0,7.7136,0.0,1.4924,0.20961,0.080885,1659833.707,1.5094,2.9263,0.0028026999999999995,0.0011956,5.8869,79.075,840.5633,1.2989,1.4078,1.24,0.55865,2.0327,0.19243,32.0987,0.1747
151,1.0,5.2879,0.0,1.065,0.13566,0.15014,1832260.2019999998,1.6218,3.0297,0.0029778,0.0010298,6.1875,119.9197,1163.4132,1.3338,1.4409,1.0226,0.5199,1.7129,0.19367,30.4883,0.17126
152,1.0,7.3526,0.0,1.8192,0.49451999999999996,0.076636,2209866.6569999997,1.5193,3.0556,0.002859,0.00090674,5.7738,97.851,1107.3636,1.3224,1.4607,6.5603,2.0279,5.0168,0.24506,21.1047,0.20596
153,0.78947,21.2869,2.5482,0.79251,0.098021,0.13802,1925163.289,1.6435,3.0975,0.00095481,0.00044533,1.7439,451.0821,134.3176,1.2941,1.2121,11.5606,3.1325,12.1695,0.23765999999999998,8.1479,0.19872
154,0.78947,14.6373,3.6201,0.9534600000000001,0.20883000000000002,0.12755999999999998,1513774.763,1.6285,3.1218,0.0012519,0.00071213,2.2257,910.9830000000001,212.9098,1.3496,1.2338,4.2272,2.2971,7.4422,0.24374,8.8015,0.19819
155,0.9631299999999999,52.0991,2.5269999999999997,0.9011600000000001,0.14765999999999999,0.12941,1548043.082,1.631,3.0733,0.00080411,0.0014365,1.4809999999999999,475.5924,220.8211,1.3054,1.2252,3.8229,1.7784,5.9875,0.26258000000000004,14.1249,0.21252
156,1.0,7.3637,0.0,1.4131,0.31106999999999996,0.1286,615254.1513,1.6285,2.9389999999999996,0.0015136,0.00047874,3.1889,63.2135,111.4851,1.2348,1.2549,1.3259999999999998,0.52,2.1025,0.14604,15.1838,0.14698
157,1.0,7.0911,0.0,1.3428,0.3441,0.09946,488168.049,1.5885,2.9495,0.0017707,0.00048752,3.5804,57.1703,111.75399999999999,1.2352,1.2657,2.1707,0.81071,2.8245,0.13217,9.6162,0.13523
158,1.0,10.1743,0.0,1.0459,0.12102,0.14745999999999998,977608.1369,1.6636,2.9595,0.0011808,0.00049709,2.5386,40.5802,101.8668,1.1995,1.2425,2.5229,0.97645,3.6246,0.15350999999999998,7.7444,0.1512
159,1.0,41.4229,0.0,1.5630000000000002,0.40339,0.11578,1592478.993,1.5716,3.0303,0.0010214,0.0028383,2.0484,47.8552,275.447,1.2209,1.3130000000000002,18.6528,2.3757,11.651,0.27858,13.3526,0.22225
160,1.0,39.1787,0.0,0.95705,0.19748,0.097451,988101.0786,1.537,3.1239,0.0015242,0.0028671,3.0061,79.92399999999999,578.8521,1.2648,1.3551,4.4683,1.6276,5.5481,0.34257,16.1501,0.26191
161,1.0,10.5485,0.0,0.8360299999999999,0.15125,0.11598,1448247.7719999999,1.5958,3.1113,0.0016596,0.00066218,3.3016,399.0528,201.5875,1.3384,1.2531,17.7762,4.2926,17.0803,0.36691,7.5954,0.25666
162,0.81481,16.9926,3.7054,0.95747,0.23640999999999998,0.11872,1494443.0680000002,1.609,3.0436,0.00056047,0.00051178,1.0594,156.5267,44.6352,1.1847,1.1287,248.0141,0.87859,24.386999999999997,0.19489,7.9787,0.1738
163,0.7775,19.7338,5.2572,1.0756,0.33545,0.09543099999999999,1661965.076,1.556,3.0549,0.00028843,0.00031158,0.55699,105.3712,37.8461,1.1419,1.104,159.3631,0.50522,21.9526,0.19477,7.1391,0.17089000000000001
164,0.79395,18.3036,4.6031,0.93419,0.19087,0.11317,1437675.938,1.6021,3.0183,0.00030541,0.00030591,0.6028399999999999,129.6289,40.9792,1.1675,1.1179,205.0803,0.5966,23.9177,0.19366,7.0395,0.16501
165,1.0,57.2013,1.6641,1.2942,0.28384000000000004,0.11962,760219.8807,1.5875,2.9989999999999997,0.0011354000000000002,0.0019961,2.222,136.2343,92.0134,1.2477,1.1893,11.0468,0.74527,5.3373,0.26511999999999997,16.7045,0.21139000000000002
166,0.5834699999999999,52.2607,27.8889,1.3612,0.43542,0.11665999999999999,816844.9227,1.5832,2.9549,0.00094651,0.0016654,1.9335,213.8858,117.0721,1.2563,1.1821,5.6717,0.62171,3.3192,0.28886999999999996,33.4759,0.22764
167,1.0,55.1449,0.0,1.8924,0.5646399999999999,0.10171000000000001,605024.0992,1.495,2.8965,0.0016112000000000001,0.0044663,2.9222,195.1806,112.304,1.2837,1.198,0.6089399999999999,0.08453,0.99923,0.1725,16.0875,0.17448
168,0.85075,41.9079,5.3112,1.1499,0.33364,0.11179000000000001,1104960.89,1.5771,2.9367,0.00023169999999999997,0.00070237,0.41355,113.8898,441.1664,1.2475,1.3349,2.1242,0.48033000000000003,3.4587,0.16197,14.3564,0.16069
169,0.8178300000000001,26.184,6.487,0.92914,0.23051999999999997,0.12122000000000001,1392296.904,1.6079,3.0035,0.00012278,0.00016143,0.24188,53.0532,109.0867,1.1737,1.2259,8.0996,0.28407,5.7558,0.11438,6.3372,0.12232
170,0.8134899999999999,19.3716,4.6837,1.1211,0.26798,0.098441,1276789.53,1.5473,2.9276,0.00028331,0.00018164,0.54866,142.2531,339.2661,1.2762,1.3376,11.2858,1.1051,7.7751,0.13793,7.6213,0.14156
171,0.9146299999999999,23.9803,2.4652,0.85908,0.16946,0.15987,1592602.021,1.6639,3.0334,0.00028998,0.00030838,0.6698,64.6579,109.6628,1.2419,1.2139,29.4983,2.7905,13.0134,0.1943,7.611000000000001,0.16873
172,1.0,14.374,0.0,1.0268,0.17837999999999998,0.18263,1426721.875,1.7032,3.033,0.00041868,0.00034856,1.0139,80.7024,116.4652,1.2838,1.2644,15.758,3.3105,12.0683,0.24789,8.019,0.19335
173,0.53028,44.2853,17.4656,0.9956299999999999,0.18753,0.14292,1582801.741,1.6557,3.0222,0.00057921,0.00051242,1.2546,99.887,99.8,1.2611,1.1816,39.0791,2.9331,15.4526,0.26015,6.4687,0.21074
174,1.0,38.4524,0.0,1.3208,0.28204,0.082465,1696994.8190000001,1.5274,3.0429,0.0012337,0.0046303,2.1486,127.8135,153.5573,1.2678,1.2194,16.4727,1.0883,6.8983,0.19885,21.3612,0.1839
175,1.0,66.8524,0.0,1.3379,0.34723000000000004,0.10153,422891.1066,1.5439,3.0033,0.002575,0.006630800000000001,4.239,43.7017,221.8016,1.1848,1.2142,21.6169,1.8105,9.2611,0.1745,12.748,0.16580999999999999
176,1.0,39.3124,0.0,1.1875,0.21456,0.1217,988141.0706,1.6286,3.022,0.00042063,0.0015502,0.8670399999999999,21.8316,96.9422,1.1498,1.228,11.3054,1.271,6.2061,0.21059,13.0119,0.18822
177,0.96855,66.6492,11.04,1.0377,0.13808,0.16429000000000002,1325294.445,1.6567,2.8662,0.00067752,0.00042654,1.8887,22.9606,182.0538,1.2803,1.3213,2.7942,0.4847,2.8997,0.20334000000000002,20.0817,0.18537
178,1.0,21.601,0.0,1.1985,0.25816999999999996,0.12688,1531117.311,1.6209,3.0396,0.0016157,0.0022021000000000002,4.1539,56.2432,286.1335,1.2715,1.3628,8.7426,2.1733,7.1585,0.25432,12.4472,0.21470999999999998
179,1.0,22.1665,0.0,1.2618,0.15716,0.17742,1970876.89,1.6756,3.0056,0.0012235,0.0011297,3.4861,61.2772,374.4261,1.2864,1.3840000000000001,0.70125,0.12805,1.1320000000000001,0.15652,32.2402,0.14967
180,1.0,6.8393,0.0,0.88054,0.11058,0.18495999999999999,1738448.53,1.7095,3.0204,0.0017619,0.0012661,4.1811,41.3613,271.2453,1.1963,1.3125,83.1336,2.2564,22.3285,0.25426,7.4796,0.19527
181,0.35065,41.0556,15.7442,1.1257,0.25183,0.15775,1780419.93,1.6799,2.9922,0.0016057000000000003,0.00098043,3.9282,19.1011,345.852,1.2106,1.3655,10.1281,1.8687,7.7448,0.21504,7.885,0.1831
182,0.51066,42.4166,14.3429,1.1413,0.35891,0.12315999999999999,1709902.8059999999,1.6399,3.0439999999999996,0.0020007000000000002,0.0010293,4.6154,39.0936,270.10400000000004,1.2425,1.3433,8.5432,1.7075,6.9189,0.19838,9.492,0.17573
183,0.90566,17.4172,1.9438,1.2579,0.39521,0.12617,1448717.858,1.6137,3.0144,0.00072656,0.00056086,1.4476,318.8672,153.8851,1.3001,1.2307,16.3056,4.6853,11.7141,0.3089,10.9394,0.23046999999999998
184,0.93615,42.858000000000004,9.0,1.266,0.40224,0.11308,1341707.416,1.5976,2.9939999999999998,0.0014939,0.0034713,2.6248,176.6542,374.0319,1.3044,1.3071,2.4141,0.9273100000000001,3.5398,0.28444,17.5837,0.2265
185,0.83425,16.8593,2.9166,1.1483,0.30021,0.12537,1735051.468,1.6257,3.0151,0.00044806,0.00054735,0.8830600000000001,535.2403,180.5662,1.2915,1.2135,5.6236,2.4893,7.7182,0.26406999999999997,7.3783,0.20469
186,1.0,8.2629,0.0,1.0572,0.22316,0.14004,1421534.726,1.6339,3.0338,0.00045913,0.00022985,1.083,14.6669,314.3278,1.1835,1.3189,14.4329,0.8491299999999999,8.5435,0.20472,8.5739,0.17332999999999998
187,1.0,13.5016,0.0,1.0713,0.24253000000000002,0.11102999999999999,1628272.145,1.5844,3.0578,0.0008703,0.0012618,1.8562,27.4844,160.7049,1.2069,1.2761,33.8467,3.1365,14.4153,0.15334,5.4722,0.14562
188,1.0,10.7245,0.0,0.9767100000000001,0.17207,0.15546,1566266.14,1.6366,3.09,0.00087646,0.00030528,1.9038,27.2358,245.7995,1.2043,1.3032,9.4062,1.6741,7.5581,0.18946,8.5274,0.17051
189,0.9526600000000001,129.6252,8.9177,0.72296,0.14219,0.12139000000000001,1518275.909,1.6233,2.9773,0.0019189,0.011164,1.4833,113.7675,221.1847,1.1942,1.168,309.765,3.4413,31.3601,0.28064,4.7296,0.21474000000000001
190,0.8923200000000001,92.0155,9.952,0.6945100000000001,0.12261,0.13954,1483779.805,1.6409,3.013,0.00082583,0.0064888,0.74078,175.4746,147.2276,1.1836,1.1612,192.5469,3.2760000000000002,28.9428,0.23469,5.7798,0.19017
191,0.79491,23.6745,6.1762,0.74374,0.14922,0.12487000000000001,1371662.465,1.6213,3.0159,0.00013867,0.00014911,0.23125,171.6138,97.6519,1.1816,1.1451,221.916,2.9429,28.4929,0.24881,5.8432,0.19412000000000001
192,0.9651200000000001,96.7451,5.2365,1.0221,0.28389000000000003,0.15953,937675.7397,1.6546,2.9972,0.0015260999999999999,0.0044896,2.5471,164.08900000000003,135.9974,1.2536,1.1875,6.5227,0.9466899999999999,5.5189,0.31065,16.725,0.22953
193,0.89071,88.7695,9.12,1.0936,0.31077,0.1545,574082.4495,1.6215,3.0109,0.00052587,0.0011272,1.1949,120.3457,99.3617,1.2356,1.1785,0.43353,0.080693,1.0633,0.16308,25.3768,0.15738
194,0.90012,76.5483,9.2345,0.9508700000000001,0.24173000000000003,0.17207999999999998,1505134.38,1.6739,3.0251,0.00033722,0.00080023,0.63761,258.9778,99.7928,1.2273,1.1606,5.4162,0.75888,5.3006,0.50803,18.7973,0.31939
195,1.0,59.6197,0.6868,1.1887,0.32450999999999997,0.1035,1626183.6409999998,1.5947,3.158,0.0024303000000000003,0.0035553000000000004,4.1930000000000005,415.145,476.8584,1.3699,1.3678,0.64271,0.26342,1.3089,0.28931999999999997,32.5232,0.2324
196,1.0,54.1988,0.0,0.8804799999999999,0.10994000000000001,0.12139000000000001,1568595.9,1.6032,2.9039,0.0016776,0.0028517,3.045,141.6457,194.6924,1.3098,1.2671,2.5447,1.7564,3.6591,0.28247,8.4444,0.22183000000000003
197,1.0,90.2494,0.0,1.0866,0.20073,0.10482999999999999,1685940.7130000002,1.579,3.0997,0.006431699999999999,0.0080978,11.2335,304.066,535.2487,1.3807,1.3956,0.20895999999999998,0.033943,0.7025600000000001,0.27684000000000003,75.1831,0.21636
198,1.0,8.7494,0.0,1.5268,0.46948999999999996,0.11772,1826377.4419999998,1.6025,3.0343,0.0001318,8.25e-05,0.40503,23.031,35.3282,1.1524,1.1274,43.2501,1.2657,12.8392,0.1981,14.0772,0.1745
199,1.0,16.72,0.0,1.7756,0.6801699999999999,0.088133,1197860.646,1.5325,3.0049,0.00027169,0.00013513,0.7390399999999999,79.2224,50.4213,1.2065,1.155,385.6543,2.0791,31.1547,0.19805999999999999,7.0999,0.17127
200,1.0,18.6243,0.0,1.1922,0.30526,0.13717000000000001,1571471.024,1.6628,3.0217,0.00044072,0.00033303,1.1207,132.8354,67.9385,1.2446,1.1835,81.4109,7.2171,43.4193,0.41123999999999994,6.6701,0.26883
201,1.0,9.7553,0.0,1.2178,0.22946,0.12955,2103965.944,1.6149,3.0139,0.0009255000000000001,0.00070294,2.2719,65.4823,87.6488,1.2312,1.2443,19.4351,1.932,10.7792,0.17292000000000002,6.6685,0.15658
202,1.0,5.0218,0.0,0.93337,0.23992,0.14458,2006792.846,1.6256,3.0269999999999997,0.0017539,0.00056742,4.1512,29.9948,92.3099,1.2009999999999998,1.2434,13.1415,1.2914,7.8421,0.17056,8.1134,0.16266
203,1.0,6.1908,0.0,0.91717,0.1738,0.12974000000000002,1989426.174,1.6253,3.0269,0.0013847999999999998,0.00045875,3.2179,30.3944,66.6194,1.2062,1.2405,5.6545,1.608,5.6370000000000005,0.19434,10.8774,0.17793
204,1.0,12.9109,0.0,1.4128,0.16472,0.22699999999999998,1766821.6930000002,1.7568,3.0256,0.0013323,0.00071873,3.5752,84.6098,140.9262,1.266,1.2866,23.1676,2.3477,12.1826,0.25997,12.3485,0.21091999999999997
205,1.0,17.5458,0.0,1.0556,0.21275,0.19788,2159772.804,1.7318,3.0484,0.00092127,0.0010047,2.3947,86.6823,72.7575,1.2207,1.1886,252.3507,1.9035,28.4183,0.27129000000000003,8.1603,0.21239
206,0.51679,57.9243,18.3243,1.3124,0.30071,0.16782,1788265.89,1.6925,3.0219,0.00070033,0.00062954,1.7789,56.851000000000006,72.1944,1.2111,1.234,5.752999999999999,0.47426,5.94,0.28506,15.2615,0.21948
207,1.0,3.7147,0.0,1.113,0.1292,0.12297999999999999,2169757.6890000002,1.5981,3.0687,0.007757600000000001,0.0017626999999999999,18.4096,29.4136,122.5997,1.2136,1.321,1.3421,0.79294,1.6016,0.19152,15.6317,0.17643
208,1.0,5.2717,0.0,1.1849,0.07977100000000001,0.13337000000000002,1626165.59,1.6182,3.0401,0.007702800000000001,0.0020249,17.9486,25.0008,108.0036,1.2088,1.2948,80.5897,6.3072,15.7514,0.17599,5.3138,0.16097
209,1.0,3.5255,0.0,1.1508,0.06739500000000001,0.12595,1993576.9430000002,1.6130000000000002,3.0585,0.0081805,0.0018453,19.1645,23.7944,122.3745,1.1953,1.3234,20.9378,4.2979,8.6037,0.14820999999999998,6.1911,0.14751
210,1.0,38.3877,0.0,1.9895,0.62583,0.20401,1207885.841,1.7718,3.0471,0.011198999999999999,0.0078129,27.6044,565.5994,364.7845,1.3966,1.344,14.3064,2.0981,9.9591,0.21953000000000003,9.0434,0.19077
211,1.0,14.4227,0.0,2.0148,0.48261000000000004,0.29861,1375936.436,1.8315,3.0489,0.014580000000000001,0.007117699999999999,35.7899,568.1592,336.3533,1.3905,1.3228,56.3807,3.3882,16.8288,0.24179,6.8576,0.20653000000000002
212,1.0,31.9815,0.0,2.2085,0.62588,0.14307999999999998,693267.7347,1.685,3.0509,0.009185200000000001,0.005519,24.5737,463.5241,342.8403,1.399,1.3385,23.436,1.4408,9.4063,0.209,18.619,0.18037
213,1.0,18.3824,0.0,1.2878,0.20551,0.16492,1820773.5080000001,1.7014,3.1212,0.0020706,0.00068689,4.7172,196.24200000000002,116.8196,1.3151,1.2237,1.9586,0.62458,2.4209,0.22000999999999998,39.7353,0.19526
214,1.0,7.132000000000001,0.0,0.9617,0.16392,0.13058,1206051.0159999998,1.6303,3.0296,0.00077703,0.00032553,1.7564,25.5123,384.789,1.1826,1.3341,14.3882,2.27,10.1567,0.17699,9.5208,0.1601
215,1.0,10.1326,0.0,1.1939,0.35746999999999995,0.11777,1739331.525,1.6098,3.0464,0.0008347000000000002,0.00055404,2.0245,80.2887,161.7936,1.2235,1.2717,11.9748,2.5181,8.2646,0.20093,11.4303,0.17819000000000002
216,0.80796,20.0586,4.6794,1.0243,0.29329,0.1341,976932.6167,1.6463,2.9954,0.00039155,0.00023014,0.75442,202.5982,153.1297,1.2042,1.1867,300.3686,0.36078000000000005,29.6132,0.22055,7.0205,0.18383
217,0.83235,22.8143,5.0357,1.2039,0.36741999999999997,0.09023400000000001,1069557.976,1.5901,3.0292,0.00020642,0.00016904,0.40778000000000003,250.0075,138.8289,1.2153,1.1663,222.0666,0.26519000000000004,23.7838,0.22721999999999998,6.9435,0.18388
218,0.82163,22.5332,5.5572,1.2167,0.33165,0.12022000000000001,1020081.252,1.6501,3.0398,0.00018931,0.00013248,0.38311999999999996,193.0759,136.0515,1.2014,1.1737,245.7414,0.389,26.4503,0.23748000000000002,8.3738,0.19075999999999999
219,1.0,10.4517,0.0,0.7318399999999999,0.034197000000000005,0.14612,1873459.208,1.6593,3.0229,0.0012125,0.00034213,2.4364,121.1968,1595.4218,1.2835,1.4273,2.4153,0.71426,2.9127,0.20918,23.6841,0.19050999999999998
220,0.88,6.5115,1.117,0.977,0.13138,0.16810999999999998,1979880.355,1.7019,3.0695,0.0012140999999999999,0.00042669999999999996,2.3412,125.6823,412.6563,1.2657,1.3201,0.4095,0.10056,1.0846,0.14964,40.196,0.15646
221,1.0,11.0792,0.0,0.68201,0.027161,0.13854,1694387.2030000002,1.6609,3.0232,0.0014033,0.0005981,2.7184,159.2744,296.53,1.2966,1.3192,6.4628,1.6928,4.8831,0.20132,15.9908,0.18648
